PRESIDENT_NAME,STORAGE_ITEM,FROZEN_AREA,RNUM,COMPANY_NAME,FROZEN_WING_COUNT,GENERAL_WING_COUNT,GENERAL_AREA,COMPANY_TEL,COMPANY_ADDRESS,WARE_NO,STORAGE_AREA
김슬아,식품 및 공산품,73054.8,1578,주식회사 컬리,1,1,73371.22,070-7500-6098,경기도 평택시 청북읍 고렴리 1137 로지스포인트 평택물류센터,2023S39104230004,0
강병구,산업차량 부품,0,1579,롯데글로벌로지스 주식회사,0,1,9388.43,02-2170-3425,경기도 평택시 진위면 마산리 산 22,2023S39104230005,0
박재용,잡화,0,1580,로지스팟 주식회사,0,1,6184.78,055-552-9316,경기도 평택시 서탄면 수월암리 2021,2023S39104230006,0
최진규,"식품 및 공산품(과자, 생수, 화장품, 의류 등)",0,1581,주식회사 엘앤디,0,1,19927.57,031-647-3907,경기도 평택시 포승읍 희곡리 847,2023S39104230007,0
이종운,석제품 등,0,1582,주식회사 우정홀딩스,0,0,0,031-681-8660,경기도 평택시 포승읍 만호리 685-1,2023S39104230009,9714.82
박경수,"식품 및 공산품(전자제품, 가공 식품 등)",0,1583,주식회사 로지스월드,0,1,29560.05,031-8054-0855,경기도 평택시 포승읍 희곡리 847,2023S39104230010,0
김정현,물류 등,0,1584,쿠팡로지스틱스서비스 유한회사,0,2,2101.2,02-1544-9898,경기도 평택시 청북읍 후사리 337-5,2023S39104230011,0
최준영,일반 상온 식품류,0,1585,주식회사 한국초저온평택,0,1,12049,031-5183-9351,경기도 평택시 오성면 양교리 1091,2023S39104230012,0
장순평,잡회 및 의류물류대행,0,1586,주식회사 비앤피로지스,0,1,26057,010-8307-6552,경기도 안산시 단원구 원시동 776-6 ALPHA FLUX,2023S39304230001,0
스타로드자산운용주식회사,"일반창고업, 냉장 및 냉동창고업",25956.83,1587,스타로드알파플럭스일반사모부동산제11호투자회사,1,1,2897.92,02-319-3014,경기도 안산시 단원구 원시동 776-6 ALPHA FLUX 1동,2023S39304230002,0
유지연,운수 및 보관업,16420.97,1588,(주)브렌치포인트,1,1,20192.01,02-2008-7031,경기도 안산시 단원구 원시동 780,2023S39304230003,0
유지연, ,10774.75,1589,(주)브렌치포인트,1,1,20466.6,031-493-9877,경기도 안산시 단원구 원시동 780,2023S39304230004,31240.35
정종철,"공산품(식품,생활용품,잡화,가전,의류 등)",0,1590,쿠팡풀필먼트서비스 유한회사,0,1,123568.9,010-2934-0864,경기도 고양시 덕양구 원흥동 701,2023S39404230001,0
신영수,택배물품,0,1591,씨제이대한통운 주식회사,0,5,2128.48,031-960-6501,경기도 고양시 덕양구 대자동 791,2023S39404230003,0
강영봉,"라면,소스,음료",0,1592,삼양로지스틱스(주),0,1,1604.52,031-917-8444,경기도 고양시 일산서구 덕이동 990-1 삼양식품,2023S39404630001,0
홍용준,물류운송서비스(택배물품),0,1593,쿠팡로지스틱스서비스 유한회사,0,3,3240.93,02-1544-9898,경기도 고양시 일산동구 문봉동 200-1,2023S39404630002,0
홍용준,물류운송서비스(생수),0,1594,쿠팡로지스틱스서비스 유한회사,0,1,5087.91,02-1544-9898,경기도 고양시 일산동구 식사동 2-8,2023S39404630003,0
홍용준,물류운송물품,0,1595,쿠팡로지스틱스서비스 유한회사,0,1,20345.24,02-1544-9898,경기도 고양시 덕양구 오금동 687,2023S39404630004,0
신영수,"식품, 유제품",7218.15,1596,씨제이대한통운㈜,1,0,0,031-620-7381,경기도 오산시 가수동 379-6,2023S40001940001,0
박철수,"식품류, 일반공산품, 가정용품",13970.74,1597,아워박스㈜,1,0,0,02-856-0773,경기도 오산시 오산동 736,2023S40001940002,0
강병구,롯데웰푸드(견과),0,1598,롯데글로벌로지스(주),0,1,12225.87,02-2170-3743,경기도 오산시 원동 119-6,2023S40001940003,0
홍용준,"일상생활용품, 전자제품, 신선식품, 가공식품(냉장냉동, 상온) 등",0,1599,쿠팡로지스틱스서비스 유한회사,0,1,4417,02-1544-9898,경기도 시흥시 도창동 507,2023S40103240001,0
오현석,"잉크, 빙과류, 아이스팩 등",16617.16,1600,시흥원앤원스마트물류피에프브이 주식회사,1,0,0,02-6952-8424,경기도 시흥시 정왕동 1292-5,2023S40103240004,0
홍용준,물류운송물품,0,1601,쿠팡로지스틱스서비스 유한회사,0,4,2345.58,02-1544-9898,경기도 시흥시 정왕동 1359-2 (주)진안유통,2023S40103240005,0
노삼석,택배 화물,0,1602,(주)한진,0,1,18644.72,010-3224-0855,경기도 군포시 부곡동 1231 한국복합물류(주) 관리동,2023S40202250002,0
민영학,택배상품,0,1603,씨제이대한통운(주),0,1,3352.25,010-3004-9615,경기도 군포시 당정동 526-1,2023S40202700002,0
WONGWAICHUNG,생활필수품/일반공산품,0,1604,(주)인스파트너스,0,1,3884,031-406-8802,경기도 의왕시 삼동 715 의왕 물류센터,2023S40302530001,0
박철수,"식품류, 일반공산품, 가정용품, 주류, 부품류",0,1605,아워박스 주식회사,0,1,6802.56,02-856-0773,경기도 용인시 처인구 양지면 평창리 664-3 양지물류,2023S40505390001,0
이용호,"오토바이 완성차, 오토바이 부품 및 악세사리, 의류, 헬멧, 장난감 완구류",0,1606,주식회사 엘엑스판토스,0,1,9656,02-3771-2114,경기도 용인시 처인구 원삼면 맹리 566-1,2023S40505390002,0
허윤종,"화장품, 반도체 제품 등",12910.28,1607,주식회사 용덕로직스,1,1,13958.04,02-722-3323,경기도 용인시 처인구 이동읍 덕성리 1261-1,2023S40505390003,0
정종철,"공산품(식품, 생활용품, 잡화, 가전, 의류 등)",0,1608,쿠팡풀필먼트서비스 유한회사,0,1,28244.11,02-6150-8830,경기도 용인시 처인구 백암면 백봉리 488 용인 백암 물류센터,2023S40505390004,0
신영수,"냉장, 냉동식품",4130.2,1609,씨제이대한통운 주식회사,1,0,0,031-629-1751,경기도 용인시 처인구 남사읍 북리 45-1,2023S40505390006,0
유인철,화장품(카버코리아),0,1610,주식회사 한익스프레스,0,1,23626.51,031-526-7205,경기도 용인시 처인구 백암면 가창리 434,2023S40505390007,0
신영수,"잡화, 생활용품 등",2940.49,1611,씨제이대한통운 주식회사,1,1,69071.07,031-629-1752,경기도 용인시 처인구 남사읍 북리 45-1,2023S40505390012,0
임형섭,"식품, 잡화 등",0,1612,주식회사 신세계푸드 용인센터,0,1,25124.62,02-3397-6000,경기도 용인시 처인구 남사읍 북리 45-1,2023S40505390013,0
이승현,-,0,1613,주식회사 그루업,0,1,3805,031-334-7632,경기도 용인시 처인구 모현읍 갈담리 307-18,2023S40505390014,0
박진세,소파 외 가구,0,1614,에스티물류,0,4,1925.4,031-336-0727,경기도 용인시 처인구 모현읍 오산리 262-11,2023S40505390015,0
신영수,"화장품, 잡화(청소용 테이프 클리너)",0,1615,씨제이대한통운 주식회사,0,1,9307.9,031-725-9182,경기도 용인시 처인구 백암면 백봉리 755,2023S40505390016,0
김지민,"화장품, 전기기기, 생활용품 등",0,1616,주식회사 아이스토리지,0,1,1089,031-976-1571,경기도 파주시 상지석동 134-19,2023S40604640001,0
이성균,"건강기능식품, 건과일, 화장품, 의류, 헤어용품 등",0,1617,(주)덕윤웨이브,0,1,1533.27,031-949-7653,경기도 파주시 탄현면 낙하리 99-9,2023S40604640003,0
홍용준,물류운송,0,1618,쿠팡로지스틱스서비스 유한회사,0,1,24170.95,080-822-1377,경기도 파주시 상지석동 190-62,2023S40604640007,0
홍용준,물류 운송,0,1619,쿠팡로지스틱스서비스 유한회사,0,1,1320,080-822-1377,경기도 파주시 파주읍 향양리 320-1,2023S40604640008,0
안성일,"의류,신발 등",0,1620,한솔로지스유 주식회사,0,1,2466.44,010-6426-4304,경기도 파주시 월롱면 덕은리 679,2023S40604640009,0
최인석,의류 등,0,1621,(주)디피엘,0,1,6112.8,031-637-4000,경기도 이천시 마장면 관리 507 (주)에스시로지스틱스,2023S40701960001,0
애덤제임스파머,의류 등,0,1622,한국머스크물류서비스주식회사,0,1,19297,010-6295-9737,경기도 이천시 마장면 덕평리 526-5,2023S40701960002,0
오영석,잡화,0,1623,㈜유진로지스틱스 부발,0,1,6601,02-2206-1647,경기도 이천시 부발읍 송온리 373,2023S40701960003,0
박동호,생활용품,0,1624,인터지스(주),0,2,9524.25,02-2021-8473,"경기도 이천시 마장면 표교리 588-3 588-3, 590-3",2023S40701960006,6600
김승주,세제류 등,0,1625,엠큐로지스틱스㈜이천센터,0,1,13587,070-8795-8543,"경기도 이천시 대월면 군량리 623 2,4층",2023S40702490001,0
박홍진,"육가공, 피복, 서적, 식품제조가공업",0,1626,(주)현대그린푸드,0,1,13862,031-525-2233,경기도 이천시 마장면 이치리 701 대화물류(주),2023S40702490003,0
최인석,의류 등,0,1627,(주)디피엘,0,1,1942.6,031-637-4000,경기도 이천시 백사면 내촌리 235-1,2023S40702490004,0
정종철,공산품,0,1628,쿠팡풀필먼트서비스(유),0,1,34626.86,010-9989-2607,경기도 이천시 호법면 매곡리 977-5,2023S40702490005,0
정종철,공산품,0,1629,쿠팡풀필먼트서비스(유),0,1,40978.12,010-3367-5494,경기도 이천시 대월면 대대리 861,2023S40702490006,0
정종철,공산품,0,1630,쿠팡풀필먼트서비스(유),0,1,32903.4,010-7724-7710,경기도 이천시 마장면 해월리 423,2023S40702490007,0
정종철,공산품,0,1631,쿠팡풀필먼트서비스(유),0,1,39154.49,010-5093-2288,경기도 이천시 부발읍 송온리 442,2023S40702490008,0
강병구,"가방, 지갑, 잡화, 여행용품 등",0,1632,롯데글로벌로지스(주),0,1,7603,02-2170-3355,경기도 이천시 호법면 안평리 333-3,2023S40702490009,0
양주환,건강기능식품 등,0,1633,㈜젤텍,0,1,2022,02-2210-8123,경기도 이천시 마장면 이치리 509-1,2023S40702490010,0
마승철,주류,0,1634,나라셀라㈜,0,1,10527,02-405-4300,경기도 이천시 백사면 내촌리 228-98,2023S40702490011,0
김동석,잡화,0,1635,주식회사 로플,0,1,4889,070-8680-3630,경기도 이천시 부발읍 고백리 126,2023S40702490012,0
안성일,"의류, 생활용품 등",0,1636,한솔로지스유㈜,0,1,7082.95,02-6426-4306,경기도 이천시 마장면 장암리 462-10,2023S40702490013,0
김기복,주류 및 음료,0,1637,㈜나라로지스틱스 서이천2센터,0,1,8756,031-880-6310,경기도 이천시 마장면 표교리 712,2023S40702490014,0
이경언,"건강보조식품, 소형가전, 잡화",0,1638,로지비엠씨㈜,0,1,6022,010-2584-3236,경기도 이천시 호법면 매곡리 800,2023S40702490015,0
강병구,수입 와인,0,1639,롯데글로벌로지스㈜,0,1,14319.32,02-2170-3355,경기도 이천시 부발읍 고백리 239-6,2023S40702490017,0
이용호,가전제품,0,1640,㈜엘엑스판토스,0,1,13861,031-8011-3850,경기도 이천시 호법면 안평리 63-1,2023S40702490018,0
전광호,"식품(통조림), 의류, 잡화 등",0,1641,(주)지에스네트웍스이천지점,0,1,6198,02-2006-2621,경기도 이천시 마장면 장암리 462-10,2023S40702490021,0
김우건,"가공식품, 완구류 등",0,1642,(주)디앤비파트너스,0,1,20154,031-336-7346,경기도 이천시 백사면 조읍리 250,2023S40702490022,0
민영학,"의류, 생활용품",0,1643,씨제이대한통운(주),0,1,39773,02-700-1399,경기도 이천시 마장면 이치리 312-1,2023S40702490023,0
전인왕,"양배추, 양파",1009.62,1644,(주)푸르내,2,0,0,031-764-9846,경기도 이천시 모가면 서경리 123-4,2023S40702490024,0
권진혁,"건강기능식품, 화장품, 방향제, 공산품",0,1645,㈜뉴트리원,0,2,11413.71,070-4077-1006,경기도 이천시 부발읍 신원리 77-1,2023S40702490025,0
우부선,잡화,0,1646,㈜엘에스씨,0,1,8133.99,031-631-9931,경기도 이천시 마장면 이평리 157-5,2023S40702490026,0
안기홍,의약품,2318,1647,에이치엘비테라퓨틱스㈜,1,0,0,031-635-1718,경기도 이천시 부발읍 고백리 239-11,2023S40702490027,0
조나단코테고다브레덴,"장난감, 의류, 신발류, 애완사료 등",0,1648,톨글로벌로지스틱스코리아㈜,0,1,23505.34,02-2179-2265,경기도 이천시 백사면 조읍리 250,2023S40702490028,0
민영학,"식품, 사료, 와인 등",0,1649,씨제이대한통운㈜,0,1,16182,010-4518-4191,경기도 이천시 마장면 덕평리 618,2023S40702490029,0
강병구,"과자, 음료, 담배",0,1650,롯데글로벌로지스㈜,0,1,4231,02-2170-3675,경기도 이천시 호법면 유산리 769,2023S40702490030,0
민영학,식품,2753,1651,씨제이대한통운㈜ 이천스타벅스센터,1,0,0,010-6412-8034,경기도 이천시 호법면 안평리 266,2023S40702490031,0
민영학,"잡화, 생활용품 등",0,1652,씨제이대한통운㈜,0,1,29105.17,010-6219-7988,경기도 이천시 장호원읍 이황리 438-10,2023S40702490032,0
신영수,잡화,0,1653,씨제이대한통운㈜,0,1,2205,010-2871-6133,경기도 이천시 호법면 후안리 341-5,2023S40702490033,0
이문재,생활용품 등,0,1654,㈜보우컴퍼니,0,1,3359,031-321-5347,경기도 이천시 마장면 관리 647-1,2023S40702490034,0
이성일,"식품, 가공품, 펫상품 등",9204.76,1655,㈜팀프레시,1,1,26256.33,010-3272-6265,경기도 이천시 대월면 부필리 309,2023S40702490035,0
최준영,의류 등,0,1656,머스크컨트랙트로지스틱스코리아(유),0,1,21920,010-7572-7285,경기도 이천시 부발읍 송온리 448,2023S40702490036,0
이용호,타이어,0,1657,㈜엘엑스판토스,0,1,18316.14,02-3771-2114,경기도 이천시 대포동 816,2023S40702490037,0
김양훈,"잡화, 식품 등",0,1658,트랙스로지스코리아(주),0,1,14330,010-8958-9492,경기도 이천시 부발읍 신원리 617-16,2023S40702490038,0
최원혁,가전제품,0,1659,㈜엘엑스판토스,0,1,11482,010-8732-6229,경기도 이천시 부발읍 신원리 626,2023S40702490039,0
정아윤,"TV, 음료, 의류 등",0,1660,㈜더원로직스,0,1,26572.29,010-3685-7913,경기도 이천시 마장면 표교리 562,2023S40702490040,0
브누아피에르브륄레,공산품,0,1661,지오디스코리아㈜,0,1,9262.41,02-3780-6231,경기도 이천시 호법면 매곡리 800,2023S40702490041,0
이승환,"호텔용품, 완구류, 생활용품 등",0,1662,㈜호텔웨어,0,1,1891,031-8011-9996,경기도 이천시 호법면 유산리 769-4,2023S40702490042,0
박용석,"잡화, 건강기능식품, 화장품 등",0,1663,㈜볼드나인,0,1,17614,010-3023-0628,경기도 이천시 백사면 현방리 268,2023S40702490043,0
허진영,냉동식품,12635,1664,㈜유한로지스틱스,1,0,0,031-694-8424,경기도 이천시 부발읍 수정리 83,2023S40702490044,0
이종철,화장품 등,0,1665,용마로지스㈜,0,1,36666,010-4648-2685,경기도 이천시 설성면 상봉리 21-1,2023S40702490045,0
정길종,플라스틱 용기 등,0,1666,㈜태성상사,0,1,8106.6,010-3272-6265,경기도 이천시 대월면 부필리 309,2023S40702490046,0
박성순,상온용품,0,1667,동원로엑스 동이천물류센터,0,1,17706,031-8097-2777,경기도 이천시 부발읍 죽당리 61,2023S40702490047,0
유인철,생활용품 등,0,1668,㈜한익스프레스,0,1,28552,031-8010-2045,경기도 이천시 부발읍 고백리 322,2023S40702490048,0
유지택,상온창고 적재물,0,1669,(주)상원로지스틱,0,1,5235,031-378-3801,경기도 안성시 원곡면 칠곡리 581-33,2023S40802410001,2578
신영수,택배상품,0,1670,씨제이대한통운(주),0,1,16743.36,010-9191-0616,경기도 안성시 양성면 장서리 369-16,2023S40802410002,0
조백일,식품또는 식품가공물,11359.28,1671,(주)공간지엘씨,1,0,0,031-671-1661,경기도 안성시 미양면 개정리 109-2,2023S40802410004,0
신영수,"가전제품,가구류",0,1672,(주)씨제이대한통운,0,1,16524,031-547-1326,경기도 안성시 죽산면 장계리 161,2023S40802410005,0
이명섭,가전제품,0,1673,(주)위니온로지스,0,1,8250,043-272-2326,경기도 안성시 죽산면 장계리 161,2023S40802410006,0
황병운,화장품,0,1674,용마로지스㈜,0,1,29005.09,02-2135-5013,경기도 안성시 대덕면 무능리 2,2023S40802410007,0
권태훈,"포장재, 식품",2783,1675,(주)엠즈푸드시스템,1,1,4906,02-1661-2793,경기도 안성시 원곡면 성은리 171-4,2023S40802410008,0
김기운,"배터리, 생활용품, 기계장비 자재",0,1676,(주)지아이지,0,1,10329.69,070-5039-5063,경기도 안성시 일죽면 고은리 495,2023S40802410011,0
홍용준,물류 운송 서비스,0,1677,쿠팡로지스틱스서비스 유한회사,0,1,7489.36,010-8550-1316,경기도 안성시 미양면 개정리 109-2,2023S40802410013,0
정종철,"가구,전자제품",0,1678,쿠팡풀필먼트서비스유한회사,0,1,63471.2,02-6150-8830,경기도 안성시 일죽면 능국리 23-10,2023S40802410014,0
김진희,유제품,0,1679,(주)제이피로지스틱스,0,1,12169.6,070-4849-0987,경기도 안성시 원곡면 산하리 787,2023S40802410015,0
신영수,택배,0,1680,씨제이대한통운(주),0,1,1891.33,031-956-1222,경기도 김포시 통진읍 서암리 517,2023S40904160002,0
신영수,택배물품,0,1681,씨제이대한통운(주) 영등포지사 영등포A sub,0,1,9190,02-6937-6818,경기도 김포시 고촌읍 전호리 726,2023S40904160005,0
강재규,"향수, 귀금속, 시계, 패션",0,1682,페라리 로지스틱스 코리아 주식회사,0,1,4308.45,02-6949-6235,경기도 김포시 고촌읍 전호리 725,2023S40904160006,0
황병운,의료기기,0,1683,용마로지스 주식회사,0,1,2678.83,02-2135-5013,경기도 김포시 고촌읍 전호리 743 제일모직 수도권 통합물류센터,2023S40904160007,0
신영수,택배상품,0,1684,"씨제이대한통운㈜ 강서A, 김포B",0,1,8550.64,02-2046-9475,경기도 김포시 고촌읍 전호리 748,2023S40904160008,0
신영수,공산품(CPG),0,1685,씨제이대한통운 주식회사,0,1,4958.7,02-2046-9419,경기도 김포시 고촌읍 전호리 725,2023S40904160009,0
신영수,공산품(약품),0,1686,씨제이대한통운 주식회사,0,1,3528,02-2046-9528,경기도 김포시 고촌읍 전호리 748,2023S40904160010,0
신영수,재난관리자원,0,1687,씨제이대한통운(주),0,1,2136.6,033-738-7412,강원특별자치도 원주시 문막읍 건등리 산 40-2,2023S41910230001,0
강영봉,"식품류(라면, 스낵 등)",0,1688,삼양로지스틱스(주),0,1,5702.88,02-6969-6550,강원특별자치도 원주시 우산동 317-4,2023S41910230002,0
강신호,택배상품,0,1689,씨제이대한통운(주),0,3,2952.65,033-740-8651,강원특별자치도 강릉시 성산면 구산리 70-5,2023S42004110001,2965
신영수,집배송물품,0,1690,씨제이대한통운 주식회사,0,1,1290.66,010-6343-9975,충청북도 제천시 강제동 49,2023S44003000001,0
김한호,복사용지 및 제지 원재료,0,1691,(주)한밭로지스틱,0,3,6348,070-4313-8547,충청북도 옥천군 군서면 동평리 130-6 주택,2023S44301500002,0
민영학,"냉동식품(만두,치킨,냉동밥 등)",11768.49,1692,씨제이대한통운(주),1,0,0,010-9411-5933,충청북도 진천군 이월면 미잠리 567,2023S44501290001,0
김성엽,CJ선물세트,0,1693,㈜성도비에스 진천지점,0,1,16948.19,043-838-2417,충청북도 진천군 초평면 은암리 485,2023S44501290002,0
이재찬,물티슈 등,0,1694,주식회사 제이씨물류,0,1,1100,010-4596-4815,충청북도 진천군 이월면 미잠리 60,2023S44501290004,0
이용호,"가전제품, 가전제품 부자재",0,1695,주식회사 엘엑스판토스,0,1,15792.72,02-3771-2750,충청북도 음성군 삼성면 천평리 산 14-2,2023S44701110001,0
김대웅,"화장품, 공산품 등",0,1696,(주)에스엘엑스,0,1,4830.49,031-637-5400,충청북도 음성군 금왕읍 육령리 35-1,2023S44701110002,0
임정배,가공식품,0,1697,대상(주),0,1,34352,010-2735-4988,충청북도 음성군 삼성면 천평리 산 14-2,2023S44701110006,0
박찬재,"건강기능식품, 학용품, 생활용품 등",0,1698,주식회사 두핸즈,0,1,13233.2,070-4773-0070,충청북도 음성군 감곡면 상우리 402-1,2023S44701110008,0
정종철,"공산품(식품,생활용품,잡화,가전,의류 등)",0,1699,쿠팡풀필먼트서비스 유한회사,0,1,34671.23,010-7194-8002,충청남도 천안시 서북구 입장면 용정리 113-3 물류창고,2023S44903950001,0
정종철,"공산품(식품,생활용품,잡화,가전,의류 등)",0,1700,쿠팡풀필먼트서비스 유한회사,0,1,50493.72,010-7194-8002,충청남도 천안시 동남구 수신면 신풍리 153-4 (주)삼성홈플러스물류서비스센타,2023S44903950002,0
KANGBUONGKU(강병구),"식품,잡화류",0,1701,롯데글로벌로지스 주식회사,0,1,4847.47,02-2170-3675,충청남도 천안시 동남구 성남면 대흥리 408-5,2023S44903950003,4468
신영수,항공 및 육상화물,0,1702,씨제이대한통운(주),0,1,3418.3,041-850-1941,충청남도 천안시 서북구 직산읍 마정리 261-9,2023S44903950004,0
신영수,"고객사 상품(쌀, 마스크, 고구마 외)",0,1703,씨제이대한통운(주),0,3,1350.51,041-850-1946,충청남도 서산시 수석동 566,2023S45304210001,0
노삼석,택배상품,0,1704,(주)한진,0,1,1393.74,041-920-2041,충청남도 서산시 장동 131-1,2023S45304210002,0
변경구,유제품. 발효유. 생활용품 등,8595,1705,(주)에치와이,1,1,11901,070-8858-9561,충청남도 논산시 은진면 시묘리 772,2023S45402930001,0
노삼석,택배집화/배송상품,0,1706,(주)한진,0,2,1382.92,063-214-2122,전북특별자치도 군산시 개사동 1142-1,2023S46702520001,0
권철수,화이트카본,0,1707,씨엔제이로지스(주),0,2,4095,02-725-9300,전북특별자치도 군산시 오식도동 813 유한회사대명지씨에스,2023S46702520002,0
윤재원,제지,0,1708,유한회사 대명지씨에스,0,1,5769.34,063-466-2907,전북특별자치도 군산시 오식도동 859-42,2023S46702520003,0
김영관,"소맥분, 염화칼슘",0,1709,(유)서해물류,0,2,2255.1,063-838-2300,전북특별자치도 익산시 함라면 함열리 196-32 (유)서해물류,2023S46803980001,0
홍용준,물류운송 서비스,0,1710,쿠팡로지스틱스서비스 유한회사,0,1,3656.64,02-1544-9898,전북특별자치도 익산시 함라면 신대리 325-1,2023S46803980002,0
강병구,"식품, 잡화",0,1711,롯데글로벌로지스(주),0,1,7263.3,010-4035-9458,전북특별자치도 김제시 금산면 성계리 359,2023S47102340001,0
애덤제임스파머,반려동물 영양 사료,0,1712,한국 머스크 물류 서비스 주식회사,0,1,19762,010-3366-4000,전북특별자치도 김제시 금산면 성계리 359,2023S47102340002,0
이규복,자동차 부품,0,1713,현대글로비스(주),0,3,26558.2,063-260-9660,전북특별자치도 완주군 봉동읍 장구리 577-1 전주현대글로비스,2023S47201610001,0
홍용준,물류 운송 서비스,0,1714,쿠팡로지스틱스서비스(유),0,3,1479.36,010-3807-0876,전남광주통합특별시 목포시 대양동 1189-2,2023S48002420001,0
김대은,품,0,1715,(주)에스지,0,2,3406,061-755-0143,전남광주통합특별시 광양시 광양읍 덕례리 1468-3,2023S48401810001,0
강현오,물류 운송 서비스,0,1716,쿠팡로지스틱스서비스 유한회사,0,1,3649.59,000-1544-9898,전남광주통합특별시 장성군 남면 삼태리 854-1,2023S49801340002,0
윤진,식품,0,1717,(주)에스피씨 지에프에스,0,1,1299.08,031-737-8411,전남광주통합특별시 장성군 장성읍 안평리 42-1,2023S49801340003,0
김연성,가전제품,0,1718,삼성전자로지텍(주),0,3,4364,010-9636-7905,경상북도 포항시 북구 기계면 내단리 252-1,2023S50203370001,0
강승엽,"선재, 코일 등",0,1719,(주)삼일,0,2,11929.6,054-289-1056,경상북도 포항시 남구 호동 577,2023S50203370003,0
홍용준,물류운송서비스,0,1720,쿠팡로지스틱스서비스 유한회사,0,1,1877.59,02-1544-9898,경상북도 경주시 외동읍 연안리 754,2023S50502250001,0
신영수,택배물,0,1721,씨제이대한통운(주),0,2,3273,054-288-1289,경상북도 안동시 서후면 저전리 728-6,2023S50701870001,0
도석구,"신발, 의류, 가방, 등산장비, 스포츠용품",0,1722,(주)엘에스네트웍스,0,1,11971.2,02-799-7114,경상북도 상주시 낙동면 낙동리 1542,2023S51102720001,0
신영수,택배물품,0,1723,씨제이대한통운(주),0,1,1879.75,010-5052-8181,경상북도 상주시 외서면 연봉리 682-5,2023S51102720002,0
홍용준,물류운송서비스(택배 등),0,1724,쿠팡로지스틱스서비스 유한회사,0,1,10847.22,02-1544-9898,경상북도 경산시 옥산동 323-26,2023S51301830001,0
윤진,식품(빵),0,1725,(주)에스피씨 지에프에스,0,1,2136.35,031-737-8411,경상북도 성주군 선남면 동암리 431,2023S52101180001,0
정종철,"공산품(식품, 생활용품, 잡화, 가전, 의류 등)",0,1726,쿠팡풀필먼트서비스 유한회사,0,3,108574.27,054-380-1312,경상북도 칠곡군 지천면 연화리 700,2023S52201190001,0
강영봉,"라면,소스,공산품",0,1727,삼양로지스틱스,0,4926,2183.56,054-977-2380,경상북도 칠곡군 지천면 금호리 346-3,2023S52201190003,0
손우영,가전제품,0,1728,(주)케이에스로지스틱,0,2,3258.36,054-974-9250,경상북도 칠곡군 왜관읍 삼청리 276-3,2023S52201190004,0
노삼석,택배물품,0,1729,(주)한진,0,1,5187.19,055-757-8253,경상남도 진주시 정촌면 예하리 1408-4,2023S53102840001,0
홍용준,물류 운송 서비스,0,1730,쿠팡로지스틱스서비스유한회사,0,1,1033.4,02-1544-9898,경상남도 진주시 정촌면 예하리 1417-5,2023S53102840003,0
김상문,냉장·냉동식품,2988.09,1731,(주)넥스원프레시,2,0,0,055-339-6874,경상남도 김해시 진례면 고모리 1563-11,2023S53503470003,0
이창근,파렛트,0,1732,(주)에스지로지스,1,1,3703.09,010-5052-5328,경상남도 김해시 한림면 용덕리 556,2023S53503470005,0
정종철,"공산품(식품,생활용품,잡화,가전,의류 등)",0,1733,쿠팡풀필먼트서비스(유),0,1,38241.32,02-6150-8830,경상남도 양산시 물금읍 증산리 848-5 A동,2023S53802270001,0
박찬복,제지류,1983,1734,롯데글로벌로지스(주) 산막공단북3길 9,1,1,1983,055-366-5439,경상남도 양산시 산막동 314-3 롯데쇼핑물류센타(주),2023S53802270003,0
이심자,마늘,707,1735,주식회사자연농산농업회사법인,1,1,1503,055-532-3212,경상남도 창녕군 대지면 본초리 425,2023S54101110001,5736
민윤재,자동차부품,0,1736,이안기업주식회사,0,2,9240,031-358-0713,경기도 화성시 만세구 장안면 장안리 1006-2,2023S55304060001,0
정종철,"공산품(식품,생활용품,잡화,가전,의류 등)",0,1737,쿠팡풀필먼트서비스 유한회사,0,1,111991.12,010-7211-3914,경기도 화성시 동탄구 신동 703,2023S55304060002,0
민영학,의약품,0,1738,씨제이대한통운(주),0,1,25765,031-629-1485,경기도 화성시 병점구 안녕동 146-38,2023S55304060005,0
홍용준,물류 운송 서비스,0,1739,쿠팡로지스틱스서비스 유한회사,0,1,15702.95,010-6310-1711,경기도 화성시 효행구 정남면 괘랑리 686-1,2023S55304060008,0
함철훈,"의약품, 의약외품",2271,1740,(주)에이치원메디,1,1,10621,010-8848-4813,경기도 화성시 효행구 정남면 고지리 115-1,2023S55304060009,0
이보영,"신선식품, 일상용품",0,1741,(주)컬리넥스트마일,0,1,4992.59,070-4800-0335,경기도 광주시 능평동 48-12,2023S55403350001,0
김성운,화장품 및 기타잡화,0,1742,(주)실리콘투,0,1,24074.47,031-789-3850,경기도 광주시 추자동 349-6,2023S55403350003,0
이동수,"라면, 소스, 음료",0,1743,삼양로지스틱스(주),0,1,4471.2,031-761-1961,경기도 광주시 곤지암읍 삼리 313,2023S55403350004,0
민영학,택배물퓸,0,1744,씨제이대한통운(주) (송파Bsub),0,1,2810.16,02-2129-1276,경기도 광주시 직동 37,2023S55403350005,0
홍용준,택배 물류,0,1745,쿠팡로지스틱스서비스 유한회사,0,1,43691.55,1544-9898-,경기도 광주시 문형동 908,2023S55403350006,0
정종철,"가구, 가전제품, 생활용품 등",0,1746,쿠팡풀필먼트서비스 유한회사(경기광주 3센터),0,1,36779.56,010-2772-3170,경기도 광주시 문형동 902,2023S55403350007,0
